id,created_at,transaction_date,amount,direction,category,description,reference_id,user_id,linked_party,source_table,source_id,running_balance,account,transaction_group_id,ledger_scope,currency,classification,idempotency_key
c73e73de-2b8d-4b21-bf59-f04e37fb0502,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,15000,cash_out,system_balance_correction,,,,,system,,86270774.00,,da579e2a-0f44-466b-8a24-6cb43c8c78c2,wallet,UGX,production,
14003e75-f824-4fee-83e3-6661407115fd,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,3000,cash_in,system_balance_correction,,,0b81f16e-c0b8-499a-8ff2-ea3f1c3a7296,,system,,86288774.00,,5ff40896-b0b4-46e7-8479-b093c899af75,wallet,UGX,production,
0040e7d5-d12c-4db6-84c7-95578332893a,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,3000,cash_out,system_balance_correction,,,,,system,,86282774.00,,5ff40896-b0b4-46e7-8479-b093c899af75,wallet,UGX,production,
7471c08e-e65c-49d3-861b-5c277321a35c,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,2750,cash_in,system_balance_correction,,,f9702f3b-b09d-4f56-84dc-0e763aa709d6,,system,,86288524.00,,a60456f3-c750-434f-86e2-600411edb5e7,wallet,UGX,production,
5ccafd86-af8f-490d-bedd-ab3c46e2b76f,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,2750,cash_out,system_balance_correction,,,,,system,,86283024.00,,a60456f3-c750-434f-86e2-600411edb5e7,wallet,UGX,production,
d3f7a57f-4dc9-4d91-9190-11eb2fe37bc7,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,266250,cash_in,system_balance_correction,,,77923e32-5548-4a1c-8638-93293db899de,,system,,86552024.00,,4e399456-5b69-4c7f-a00d-7cdf9fc04b4a,wallet,UGX,production,
47ba684a-57d4-403c-96dd-2e4471132517,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,266250,cash_out,system_balance_correction,,,,,system,,86019524.00,,4e399456-5b69-4c7f-a00d-7cdf9fc04b4a,wallet,UGX,production,
dcd9d602-14b2-4e23-87aa-8257861925c8,2026-02-11 16:27:40.269048+00,2026-02-11 16:27:40.269048+00,500,cash_in,wallet_transfer,Transfer to Bugaiga Gloria,,77923e32-5548-4a1c-8638-93293db899de,Sender,wallet_transactions,dc9f73ca-ff37-4cdc-b401-e2b679e91590,-18500,,7a85119a-47b7-4357-9a28-5d83a4652dff,wallet,UGX,production,
b9d61d91-9733-4d58-a120-8dfbc8cd70e1,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,4000,cash_in,system_balance_correction,,,f50e819e-4491-4ace-a261-06062976a944,,system,,86289774.00,,58639fd0-c910-4883-933f-a2b8156af05f,wallet,UGX,production,
b3bab44e-9f28-4176-bbf4-e25932c14266,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,4000,cash_out,system_balance_correction,,,,,system,,86281774.00,,58639fd0-c910-4883-933f-a2b8156af05f,wallet,UGX,production,
9b5c2c20-40bd-4f4e-a9be-bed09f68609a,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,1000,cash_in,system_balance_correction,,,f6912f57-ed7e-443f-b7fc-e373ac677542,,system,,86286774.00,,bbc009c4-337f-4624-b976-342976052328,wallet,UGX,production,
9ff71523-06b4-4ab1-a95b-ed4b19ffe72d,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,1000,cash_out,system_balance_correction,,,,,system,,86284774.00,,bbc009c4-337f-4624-b976-342976052328,wallet,UGX,production,
52187d29-5268-467f-b794-9981658fc2a9,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,5500,cash_in,system_balance_correction,,,9be9297a-629f-477d-b89f-e696540c01c5,,system,,86291274.00,,d5d7d1c2-baac-40fb-aaf5-7af544d00d03,wallet,UGX,production,
021bee96-8e61-4963-9b62-3e2cc86320aa,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,5500,cash_out,system_balance_correction,,,,,system,,86280274.00,,d5d7d1c2-baac-40fb-aaf5-7af544d00d03,wallet,UGX,production,
c1436825-dffa-4b0f-bf02-9117783f2b42,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,1000,cash_in,system_balance_correction,,,8a745f9a-3df1-4152-a93f-1a23582ab1fd,,system,,86286774.00,,9040e82e-2648-4569-81bb-b436e5d4935f,wallet,UGX,production,
1c042c7e-2ddc-4c41-805e-4628e3974fc1,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,1000,cash_out,system_balance_correction,,,,,system,,86284774.00,,9040e82e-2648-4569-81bb-b436e5d4935f,wallet,UGX,production,
00775cab-d5ad-4646-94dc-57abbc3cfd1f,2026-04-10 05:50:43.870356+00,2026-04-10 05:50:43.870356+00,77128,cash_out,system_balance_correction,Zeroing orphaned wallet balance; no ledger support (legacy trigger drift). User: Ssenyondo Sharif,,7022294f-a7cf-40c3-b6b5-67f56335f14a,,wallets,,86265774.00,,14a58272-d4a3-44a6-9d7e-456aa29634d6,wallet,UGX,production,
71f5179b-71c4-4292-980c-19d28041ea32,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,8500,cash_in,system_balance_correction,,,514fcea2-c8c7-491d-93a5-6f408f80b576,,system,,86294274.00,,320ccb72-4859-445e-baed-db5ea90ed2e2,wallet,UGX,production,
0702b384-7214-49b3-a2cc-820870864d41,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,8500,cash_out,system_balance_correction,,,,,system,,86277274.00,,320ccb72-4859-445e-baed-db5ea90ed2e2,wallet,UGX,production,
58dfa9d6-3577-4c57-b479-09273865c029,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,2000,cash_in,system_balance_correction,,,f58860b7-658f-4f19-b9f6-49d7ade2bdab,,system,,86287774.00,,9b7344dd-d61f-422d-9b4c-c9c5199695ba,wallet,UGX,production,
5f6258e6-3f57-4740-ba66-d2a19d59c94e,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,2000,cash_out,system_balance_correction,,,,,system,,86283774.00,,9b7344dd-d61f-422d-9b4c-c9c5199695ba,wallet,UGX,production,
4512a4ff-0d0b-49fa-a243-eb707ae12770,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,500,cash_in,system_balance_correction,,,b17a1fe2-f10f-44e2-85c7-5787539665b1,,system,,86286274.00,,56a10090-8b2e-4681-ba14-69a0144338b4,wallet,UGX,production,
c57e4909-ac93-4a6d-90b3-0fbfdba78b74,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,500,cash_out,system_balance_correction,,,,,system,,86285274.00,,56a10090-8b2e-4681-ba14-69a0144338b4,wallet,UGX,production,
8690b26b-1049-407e-9ada-ebe8ea2b31e8,2026-02-11 16:38:31.178112+00,2026-02-11 16:38:31.178112+00,500,cash_in,wallet_transfer,Transfer to Bugaiga Gloria,,77923e32-5548-4a1c-8638-93293db899de,Sender,wallet_transactions,7d1ea1b9-2363-4a9a-b35b-dc9cbfbb5288,-26000,,0ae57956-bd59-49a9-aea4-f9b221f9a392,wallet,UGX,production,
5af45f05-74cc-4a6b-ad7e-b3b10e621207,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,4000,cash_in,system_balance_correction,,,65c3faee-18a7-4423-b9a9-7bf758642bea,,system,,86289774.00,,7dbf0d1b-ddb0-465d-8f11-0578775c61dd,wallet,UGX,production,
52db62cd-a239-4b53-a51e-9cf222a6c0b4,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,4000,cash_out,system_balance_correction,,,,,system,,86281774.00,,7dbf0d1b-ddb0-465d-8f11-0578775c61dd,wallet,UGX,production,
2c6f2e43-2090-4ea0-9fe5-7a17dd789dfa,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,1000000,cash_in,system_balance_correction,,,15fbbc45-0653-4e17-8d3e-23c5a583fa32,,system,,87285774.00,,1485bd6a-491e-4d12-8cc4-db5e40c31606,wallet,UGX,production,
fb837166-00c0-4b94-869d-71d07977e24d,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,1000000,cash_out,system_balance_correction,,,,,system,,85285774.00,,1485bd6a-491e-4d12-8cc4-db5e40c31606,wallet,UGX,production,
a0b87337-c262-4107-a448-d1f7889c78ba,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,500,cash_in,system_balance_correction,,,2f43d054-2df9-454f-8806-b4977002a97e,,system,,86286274.00,,18fb77ff-0013-4286-9706-4e6c39541835,wallet,UGX,production,
3ff06816-d3b0-4700-8a96-0d7d43598209,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,500,cash_out,system_balance_correction,,,,,system,,86285274.00,,18fb77ff-0013-4286-9706-4e6c39541835,wallet,UGX,production,
c25c3187-7db4-49bb-9cd4-41ebde66a933,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,2000,cash_in,system_balance_correction,,,a4cb0667-a169-451f-8694-37e5536920f8,,system,,86287774.00,,4f92ea5c-ad98-4e36-913c-cb3cd76c0c07,wallet,UGX,production,
0f11b670-b0f1-4fec-9c4c-53a93ac5d4d9,2026-04-10 05:50:57.421773+00,2026-04-10 05:50:57.421773+00,50000,cash_in,system_balance_correction,Zeroing orphaned wallet balance; no ledger support (legacy trigger drift). User: Brenda Greer,,98adc112-9b22-4c22-8ba1-8f41f7982cae,,wallets,,86392902.00,,8cdf8568-28b2-4c95-b807-3b5e6f228c77,wallet,UGX,production,
2146ca37-18ab-4b67-8216-e015156293b9,2026-04-10 05:50:57.421773+00,2026-04-10 05:50:57.421773+00,50000,cash_out,system_balance_correction,Zeroing orphaned wallet balance; no ledger support (legacy trigger drift). User: Brenda Greer,,98adc112-9b22-4c22-8ba1-8f41f7982cae,,wallets,,86342902.00,,8cdf8568-28b2-4c95-b807-3b5e6f228c77,wallet,UGX,production,
10bb1665-16a4-4ed9-b497-1c2437fb1b56,2026-04-10 05:50:57.421773+00,2026-04-10 05:50:57.421773+00,50000,cash_in,system_balance_correction,Zeroing orphaned wallet balance; no ledger support (legacy trigger drift). User: Test Man,,4fdabda8-468d-46dd-a3d8-55aa977143ff,,wallets,,86392902.00,,4c223c17-00da-4130-90dd-4fd27141c901,wallet,UGX,production,
ecab909e-9520-42d1-a937-efe5f4b297fc,2026-03-24 09:19:28.788134+00,2026-03-24 09:19:28.627+00,100000,cash_out,rent_disbursement,Rent paid to landlord Grace Hart (wallet). Ref: 988766554444test,,99890a2e-b842-4d44-8516-e2eafe0711ff,d6c70e68-a974-43cc-aa70-d531822557aa,rent_requests,5d232f2b-3753-4166-a333-c151063c91a3,44909178.00,,83c46eac-dc13-499c-bcf4-5d531a210d4b,wallet,UGX,production,
5a04b8f1-e25c-43c9-867c-c3a37736a9e8,2026-03-13 09:49:23.668504+00,2026-03-13 09:49:23.668504+00,500,cash_in,referral_bonus,Referral bonus for referring a new user,85410c76-660e-48cf-a13b-4feb620e2353,b90e4403-d2e7-4791-8022-1349406fdb1c,tenant,referrals,3fec1e78-6ea3-48fd-8323-dfc50cd4393e,46846439.00,,37d886af-0234-4de3-80f3-cb162b17b503,wallet,UGX,production,
638617f8-9cdf-492c-b252-6a499f248552,2026-02-11 16:29:12.44497+00,2026-02-11 16:29:12.44497+00,500,cash_out,wallet_transfer,Transfer to Bugaiga Gloria,,60d3f1e5-f0b3-48cb-880d-cd0dd5ce4933,Recipient,wallet_transactions,c74b4c54-5bc0-4c03-8daa-042a21c6eda8,-20500,,e4d96e97-ed00-49ca-98f8-37787342814a,wallet,UGX,production,
0dedf6fc-258c-4658-a3f9-051e56112fb1,2026-04-10 05:50:57.421773+00,2026-04-10 05:50:57.421773+00,50000,cash_out,system_balance_correction,Zeroing orphaned wallet balance; no ledger support (legacy trigger drift). User: Test Man,,4fdabda8-468d-46dd-a3d8-55aa977143ff,,wallets,,86292902.00,,4c223c17-00da-4130-90dd-4fd27141c901,wallet,UGX,production,
39c7905f-5b52-48c8-992f-631d75d9c68f,2026-04-10 05:50:57.421773+00,2026-04-10 05:50:57.421773+00,5000,cash_in,system_balance_correction,Zeroing orphaned wallet balance; no ledger support (legacy trigger drift). User: gh,,e2a286e8-03f9-4dac-8717-962311ab252c,,wallets,,86347902.00,,9f59e723-9721-4086-b38a-1d4b5a06ff0d,wallet,UGX,production,
d8f8f1a9-45eb-4470-bac6-fa5bc543160e,2026-02-11 16:29:12.44497+00,2026-02-11 16:29:12.44497+00,500,cash_in,wallet_transfer,Transfer to Bugaiga Gloria,,77923e32-5548-4a1c-8638-93293db899de,Sender,wallet_transactions,c74b4c54-5bc0-4c03-8daa-042a21c6eda8,-20000,,6025411a-5e97-484e-a233-68132a827ded,wallet,UGX,production,
caa9def6-132c-4b49-b032-ceabb3627f0e,2026-02-11 16:31:34.503905+00,2026-02-11 16:31:34.503905+00,500,cash_out,wallet_transfer,Transfer to Bugaiga Gloria,,380bcc8d-8f04-470e-9602-4fac098dfdf6,Recipient,wallet_transactions,1b584889-d64d-488b-ab53-d0c749ae6def,-22000,,2076e021-cb85-42ab-bcf9-c0b02d6f086f,wallet,UGX,production,
82003c2c-81f0-4619-b27f-040fa7db9927,2026-02-11 16:31:34.503905+00,2026-02-11 16:31:34.503905+00,500,cash_in,wallet_transfer,Transfer to Bugaiga Gloria,,77923e32-5548-4a1c-8638-93293db899de,Sender,wallet_transactions,1b584889-d64d-488b-ab53-d0c749ae6def,-21500,,3c57e702-2ced-48f3-a132-77b797b8d3f2,wallet,UGX,production,
18e1fa3c-3dd9-4563-94ec-58d765ef2778,2026-02-11 16:33:50.98277+00,2026-02-11 16:33:50.98277+00,500,cash_out,wallet_transfer,Transfer to Bugaiga Gloria,,57b42d95-c1f2-4e0d-9f56-38f88c11e28a,Recipient,wallet_transactions,078075cb-4ab0-4c84-a322-a387e2607115,-24500,,a889a33a-328e-401a-af90-0720838bad5b,wallet,UGX,production,
dc0395f3-8f19-41be-bc2e-2dc88d0f3a9f,2026-04-10 05:50:57.421773+00,2026-04-10 05:50:57.421773+00,5000,cash_out,system_balance_correction,Zeroing orphaned wallet balance; no ledger support (legacy trigger drift). User: gh,,e2a286e8-03f9-4dac-8717-962311ab252c,,wallets,,86342902.00,,9f59e723-9721-4086-b38a-1d4b5a06ff0d,wallet,UGX,production,
200b3791-2602-4f58-bf7a-dc23b37c2be3,2026-02-11 16:33:50.98277+00,2026-02-11 16:33:50.98277+00,500,cash_in,wallet_transfer,Transfer to Bugaiga Gloria,,77923e32-5548-4a1c-8638-93293db899de,Sender,wallet_transactions,078075cb-4ab0-4c84-a322-a387e2607115,-24000,,a5786179-bcb6-45c2-8a9e-970144c6d66f,wallet,UGX,production,
8eeaeda4-3618-4930-b7c9-24a7c09ad045,2026-02-11 16:35:21.919166+00,2026-02-11 16:35:21.919166+00,500,cash_out,wallet_transfer,Transfer to Bugaiga Gloria,,046f7c23-2004-4ec2-a51e-facf60fe5133,Recipient,wallet_transactions,b23d8649-21ff-4063-b2a7-fd187dead61d,-25000,,d1cbc674-5e3e-43a4-8c12-60b2452f742d,wallet,UGX,production,
5e319028-436b-4d82-8268-f96d99e690ca,2026-02-11 16:35:21.919166+00,2026-02-11 16:35:21.919166+00,500,cash_in,wallet_transfer,Transfer to Bugaiga Gloria,,77923e32-5548-4a1c-8638-93293db899de,Sender,wallet_transactions,b23d8649-21ff-4063-b2a7-fd187dead61d,-24500,,404b30a4-2b4c-4d82-8135-8d8574ded9d5,wallet,UGX,production,
f5ba5eda-c57e-4663-822f-a18c531eef11,2026-02-11 16:38:31.178112+00,2026-02-11 16:38:31.178112+00,500,cash_out,wallet_transfer,Transfer to Bugaiga Gloria,,69358087-00d2-4acf-bfb1-e9d9cb9610c0,Recipient,wallet_transactions,7d1ea1b9-2363-4a9a-b35b-dc9cbfbb5288,-26500,,55baa16e-8800-4236-85a1-8168686439f4,wallet,UGX,production,
e81c60dc-374d-46eb-ae4b-10f1a3d828a4,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,2000,cash_out,system_balance_correction,,,,,system,,86283774.00,,4f92ea5c-ad98-4e36-913c-cb3cd76c0c07,wallet,UGX,production,
ce5f1e60-d400-4fde-bf59-0cf8edc21771,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,2500,cash_in,system_balance_correction,,,9f0d1a05-91bc-41ac-b0da-66a50a3d2ed9,,system,,86288274.00,,92389eb7-6adf-4438-8eed-28e84f10490b,wallet,UGX,production,
1bebfdf3-1e7f-40bd-98d9-0545a38c2e2e,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,2500,cash_out,system_balance_correction,,,,,system,,86283274.00,,92389eb7-6adf-4438-8eed-28e84f10490b,wallet,UGX,production,
8d4781fa-0315-43ba-a7ae-bb77f895905e,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,2000,cash_in,system_balance_correction,,,955ee81a-c51c-4c64-a388-e678ea90fbfd,,system,,86287774.00,,eb1a5d35-15f4-47fc-9272-30f193b50f45,wallet,UGX,production,
bd81ecaa-78c7-4f52-a1de-22cf0124ccba,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,2000,cash_out,system_balance_correction,,,,,system,,86283774.00,,eb1a5d35-15f4-47fc-9272-30f193b50f45,wallet,UGX,production,
197d87e8-a697-4d21-9a0b-d51fe304a2eb,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,11000,cash_in,system_balance_correction,,,9a749cc7-12d1-4f03-9f93-6bed4eec0259,,system,,86296774.00,,7af6680b-7042-4eca-a816-920dda873c0a,wallet,UGX,production,
de24988b-bed9-41ad-b548-33a193a6cee6,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,11000,cash_out,system_balance_correction,,,,,system,,86274774.00,,7af6680b-7042-4eca-a816-920dda873c0a,wallet,UGX,production,
e2ede102-aeaa-468f-a3af-bdac94037db5,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,1500,cash_in,system_balance_correction,,,f5696896-5fab-4ea2-a906-37190969aaf7,,system,,86287274.00,,c1268970-c8cd-4dd0-9954-8f04cd995c38,wallet,UGX,production,
754bb752-2ae5-4568-b732-161e46038905,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,1500,cash_out,system_balance_correction,,,,,system,,86284274.00,,c1268970-c8cd-4dd0-9954-8f04cd995c38,wallet,UGX,production,
337fe434-c3a2-4438-815e-67c9eefa277e,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,38000,cash_in,system_balance_correction,,,d8dd1ad9-7b05-4192-b6e8-2d4a102778ec,,system,,86323774.00,,f6141060-dce8-43ca-b572-a166da0d279a,wallet,UGX,production,
c7b222bf-6fbc-46d3-b891-d467cc066963,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,38000,cash_out,system_balance_correction,,,,,system,,86247774.00,,f6141060-dce8-43ca-b572-a166da0d279a,wallet,UGX,production,
012eff91-daca-4e25-93a7-ef6ff36b8093,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,500,cash_in,system_balance_correction,,,f66f5fb8-faeb-4f2e-a831-8b435a90c730,,system,,86286274.00,,a5f4d70d-4859-4d06-9cf9-0641d1ca087d,wallet,UGX,production,
091a3c29-6c08-4fe5-af53-a18656ce014d,2026-04-09 14:42:02.496228+00,2026-04-09 14:42:02.496228+00,500,cash_out,system_balance_correction,,,,,system,,86285274.00,,a5f4d70d-4859-4d06-9cf9-0641d1ca087d,wallet,UGX,production,
fb11f455-edf4-4b1c-a842-35f8a7dcb59c,2026-03-24 11:54:52.31745+00,2026-03-24 11:54:52.31745+00,733,cash_in,agent_commission,"5% commission on UGX 14,652 repayment",,e610a33d-c1cc-46e0-9395-a8c01a9a98ab,agent,agent_earnings,c5838679-ba0b-4acb-b10f-036a7deefedc,44935063.00,,ef558b85-3fe2-41e4-abe5-e052acb6e2ca,bridge,UGX,test_dev,
1c2de0c3-c5c7-4daf-b894-90de8519e817,2026-02-11 16:40:10.251027+00,2026-02-11 16:40:10.251027+00,500,cash_out,wallet_transfer,Transfer to Bugaiga Gloria,,6dad5aab-1c1e-4539-843d-aea7e37e1cea,Recipient,wallet_transactions,211b63fa-49bc-4d13-934f-86a60018de27,-28000,,79cc25ca-8fb5-4eff-9d30-e41ddff230b3,wallet,UGX,production,
44835c76-9a51-4c9b-bc3b-fe31ea16e205,2026-02-11 16:40:10.251027+00,2026-02-11 16:40:10.251027+00,500,cash_in,wallet_transfer,Transfer to Bugaiga Gloria,,77923e32-5548-4a1c-8638-93293db899de,Sender,wallet_transactions,211b63fa-49bc-4d13-934f-86a60018de27,-27500,,06590568-b6a7-4a47-bf86-b2a3185ff311,wallet,UGX,production,
063a29c6-6dc0-42a0-825d-259032d2b498,2026-02-11 16:42:03.951999+00,2026-02-11 16:42:03.951999+00,500,cash_out,wallet_transfer,Transfer to Bugaiga Gloria,,f66f5fb8-faeb-4f2e-a831-8b435a90c730,Recipient,wallet_transactions,857cf6d2-f541-482e-b6e6-a6a9950b39c3,-29000,,42608e61-d12b-4de6-9383-9122ef9cbe2d,wallet,UGX,production,
d1385f6f-ab17-4450-a34e-98242699c4c5,2026-02-11 16:42:03.951999+00,2026-02-11 16:42:03.951999+00,500,cash_in,wallet_transfer,Transfer to Bugaiga Gloria,,77923e32-5548-4a1c-8638-93293db899de,Sender,wallet_transactions,857cf6d2-f541-482e-b6e6-a6a9950b39c3,-28500,,0b4442ca-b751-4899-8920-7d9e627b8347,wallet,UGX,production,
0c545a35-9a94-4df0-95c8-0d326a92d264,2026-02-11 16:44:34.764327+00,2026-02-11 16:44:34.764327+00,500,cash_out,wallet_transfer,Transfer to Bugaiga Gloria,,3b78402c-48ee-44d0-98fc-69d53aaba7b2,Recipient,wallet_transactions,787bc2ca-913c-4862-b929-2357dd7de076,-29500,,cb37ebf5-0bfa-4f2c-a81d-a1c9ac51d97f,wallet,UGX,production,
f509479e-0248-4938-a99c-4a035c393327,2026-02-11 16:44:34.764327+00,2026-02-11 16:44:34.764327+00,500,cash_in,wallet_transfer,Transfer to Bugaiga Gloria,,77923e32-5548-4a1c-8638-93293db899de,Sender,wallet_transactions,787bc2ca-913c-4862-b929-2357dd7de076,-29000,,5835968f-33d2-4186-80bc-19c3f0da17d0,wallet,UGX,production,
00311f84-1e67-4494-88e8-043f6626fb55,2026-03-13 11:39:19.804009+00,2026-03-13 11:39:19.804009+00,500,cash_in,referral_bonus,Referral bonus for referring a new user,84ebb788-c351-4e7d-9269-0f830aba1caf,b90e4403-d2e7-4791-8022-1349406fdb1c,tenant,referrals,bd6409d0-9e0c-4551-bd4b-f46ac3d99ce7,46846939.00,,09c7ab72-97e6-4f38-9a2d-d7a975e4c643,wallet,UGX,production,
7aeedd4b-f190-4748-b475-e51e49d6fef2,2026-02-11 17:07:55.481748+00,2026-02-11 17:07:55.481748+00,500,cash_out,wallet_transfer,Transfer to Joan Muzamiru,,7ed65076-3d51-4904-89ae-f6c766e606c6,Recipient,wallet_transactions,95cb87ce-00f6-4647-8987-6702d5632316,-43500,,def33097-8130-47fd-8126-9bb37eddb800,wallet,UGX,production,
5df5a51c-3c40-4ace-8fb2-079994b0c232,2026-02-11 17:07:55.481748+00,2026-02-11 17:07:55.481748+00,500,cash_in,wallet_transfer,Transfer to Joan Muzamiru,,38721a35-986f-4c36-b8d9-989bd7f7d964,Sender,wallet_transactions,95cb87ce-00f6-4647-8987-6702d5632316,-43000,,f2b38c06-2c2d-48ab-b0ec-98b0c1d6b2f6,wallet,UGX,production,
