column_default;column_name;data_type;is_nullable;table_name
gen_random_uuid();transaction_group_id;uuid;YES;general_ledger
'wallet'::text;ledger_scope;text;NO;general_ledger
'UGX'::text;currency;text;NO;general_ledger
'production'::text;classification;text;YES;general_ledger
;idempotency_key;text;YES;general_ledger
gen_random_uuid();id;uuid;NO;house_listings
;landlord_id;uuid;YES;house_listings
;agent_id;uuid;NO;house_listings
;title;text;NO;house_listings
;description;text;YES;house_listings
'single_room'::text;house_category;text;NO;house_listings
1;number_of_rooms;integer;NO;house_listings
;monthly_rent;integer;NO;house_listings
0;daily_rate;integer;NO;house_listings
0;access_fee;integer;NO;house_listings
0;platform_fee;integer;NO;house_listings
0;total_monthly_cost;integer;NO;house_listings
;region;text;NO;house_listings
;district;text;YES;house_listings
;sub_county;text;YES;house_listings
;village;text;YES;house_listings
;address;text;NO;house_listings
;latitude;double precision;YES;house_listings
;longitude;double precision;YES;house_listings
false;has_water;boolean;YES;house_listings
false;has_electricity;boolean;YES;house_listings
false;has_security;boolean;YES;house_listings
false;has_parking;boolean;YES;house_listings
false;is_furnished;boolean;YES;house_listings
;amenities;ARRAY;YES;house_listings
;image_urls;ARRAY;YES;house_listings
'available'::text;status;text;NO;house_listings
;tenant_id;uuid;YES;house_listings
false;landlord_accepted;boolean;YES;house_listings
false;verified;boolean;YES;house_listings
;verified_by;uuid;YES;house_listings
;verified_at;timestamp with time zone;YES;house_listings
now();created_at;timestamp with time zone;NO;house_listings
now();updated_at;timestamp with time zone;NO;house_listings
;geo_point;USER-DEFINED;YES;house_listings
;caretaker_user_id;uuid;YES;house_listings
;caretaker_name;text;YES;house_listings
;caretaker_phone;text;YES;house_listings
false;is_agent_caretaker;boolean;YES;house_listings
true;landlord_has_smartphone;boolean;YES;house_listings
;lc1_chairperson_name;text;YES;house_listings
;lc1_chairperson_phone;text;YES;house_listings
;lc1_chairperson_village;text;YES;house_listings
false;listing_bonus_paid;boolean;YES;house_listings
;listing_bonus_paid_at;timestamp with time zone;YES;house_listings
;video_url;text;YES;house_listings
;short_code;text;YES;house_listings
gen_random_uuid();id;uuid;NO;house_questions
;house_id;uuid;NO;house_questions
;asker_id;uuid;NO;house_questions
;question_text;text;NO;house_questions
;answer_text;text;YES;house_questions
;answered_by;uuid;YES;house_questions
;answered_at;timestamp with time zone;YES;house_questions
now();created_at;timestamp with time zone;NO;house_questions
now();updated_at;timestamp with time zone;NO;house_questions
gen_random_uuid();id;uuid;NO;house_reviews
;house_id;uuid;NO;house_reviews
;reviewer_id;uuid;NO;house_reviews
;rating;integer;NO;house_reviews
;review_text;text;YES;house_reviews
;latitude;double precision;NO;house_reviews
;longitude;double precision;NO;house_reviews
;accuracy;double precision;YES;house_reviews
now();created_at;timestamp with time zone;NO;house_reviews
now();updated_at;timestamp with time zone;NO;house_reviews
gen_random_uuid();id;uuid;NO;investment_withdrawal_requests
;user_id;uuid;NO;investment_withdrawal_requests
;amount;numeric;NO;investment_withdrawal_requests
;reason;text;YES;investment_withdrawal_requests
'pending'::text;status;text;NO;investment_withdrawal_requests
now();requested_at;timestamp with time zone;NO;investment_withdrawal_requests
(now() + '90 days'::interval);earliest_process_date;timestamp with time zone;NO;investment_withdrawal_requests
;processed_at;timestamp with time zone;YES;investment_withdrawal_requests
;processed_by;uuid;YES;investment_withdrawal_requests
;rejection_reason;text;YES;investment_withdrawal_requests
now();created_at;timestamp with time zone;NO;investment_withdrawal_requests
now();updated_at;timestamp with time zone;NO;investment_withdrawal_requests
true;rewards_paused;boolean;NO;investment_withdrawal_requests
;partner_ops_approved_at;timestamp with time zone;YES;investment_withdrawal_requests
;partner_ops_approved_by;uuid;YES;investment_withdrawal_requests
;coo_approved_at;timestamp with time zone;YES;investment_withdrawal_requests
;coo_approved_by;uuid;YES;investment_withdrawal_requests
;cfo_processed_at;timestamp with time zone;YES;investment_withdrawal_requests
;cfo_processed_by;uuid;YES;investment_withdrawal_requests
gen_random_uuid();id;uuid;NO;investor_portfolios
;investor_id;uuid;YES;investor_portfolios
;invite_id;uuid;YES;investor_portfolios
;agent_id;uuid;NO;investor_portfolios
;portfolio_code;text;NO;investor_portfolios
;investment_amount;numeric;NO;investor_portfolios
;duration_months;integer;NO;investor_portfolios
15;roi_percentage;numeric;NO;investor_portfolios
'monthly_payout'::text;roi_mode;text;NO;investor_portfolios
;payment_method;text;YES;investor_portfolios
;mobile_network;text;YES;investor_portfolios
;mobile_money_number;text;YES;investor_portfolios
;bank_name;text;YES;investor_portfolios
;account_name;text;YES;investor_portfolios
;account_number;text;YES;investor_portfolios
'active'::text;status;text;NO;investor_portfolios
;portfolio_pin;text;NO;investor_portfolios
gen_random_uuid();activation_token;uuid;NO;investor_portfolios
now();created_at;timestamp with time zone;NO;investor_portfolios
;maturity_date;date;YES;investor_portfolios
;next_roi_date;date;YES;investor_portfolios
0;total_roi_earned;numeric;NO;investor_portfolios
15;payout_day;integer;YES;investor_portfolios
'UGX'::text;display_currency;text;NO;investor_portfolios
false;auto_reinvest;boolean;NO;investor_portfolios
false;maturity_alert_30d;boolean;NO;investor_portfolios
false;maturity_alert_7d;boolean;NO;investor_portfolios
;bank_account_name;text;YES;investor_portfolios
;investment_reference;text;YES;investor_portfolios
;receipt_file_url;text;YES;investor_portfolios
false;cfo_verified;boolean;YES;investor_portfolios
;cfo_verified_at;timestamp with time zone;YES;investor_portfolios
;cfo_verified_by;uuid;YES;investor_portfolios
;cfo_rejection_reason;text;YES;investor_portfolios
gen_random_uuid();id;uuid;NO;landlord_ambassador_referrals
;referrer_landlord_id;uuid;NO;landlord_ambassador_referrals
;referred_landlord_id;uuid;NO;landlord_ambassador_referrals
;referred_landlord_name;text;NO;landlord_ambassador_referrals
;referred_landlord_phone;text;NO;landlord_ambassador_referrals
'pending'::text;status;text;NO;landlord_ambassador_referrals
0;commission_earned;numeric;NO;landlord_ambassador_referrals
0;rent_processed;numeric;NO;landlord_ambassador_referrals
now();created_at;timestamp with time zone;NO;landlord_ambassador_referrals
now();updated_at;timestamp with time zone;NO;landlord_ambassador_referrals
gen_random_uuid();id;uuid;NO;landlords
;name;text;NO;landlords
;phone;text;NO;landlords
;bank_name;text;YES;landlords
;account_number;text;YES;landlords
;mobile_money_number;text;YES;landlords
;property_address;text;NO;landlords
now();created_at;timestamp with time zone;NO;landlords
;tenant_id;uuid;YES;landlords
;monthly_rent;numeric;YES;landlords
;registered_by;uuid;YES;landlords
false;verified;boolean;YES;landlords
;verified_at;timestamp with time zone;YES;landlords
;verified_by;uuid;YES;landlords
false;ready_to_receive;boolean;YES;landlords
true;has_smartphone;boolean;YES;landlords
;electricity_meter_number;text;YES;landlords
1;number_of_houses;integer;YES;landlords
;desired_rent_from_welile;numeric;YES;landlords
;caretaker_name;text;YES;landlords
;caretaker_phone;text;YES;landlords
;water_meter_number;text;YES;landlords
;latitude;numeric;YES;landlords
;longitude;numeric;YES;landlords
;location_captured_at;timestamp with time zone;YES;landlords
;location_captured_by;uuid;YES;landlords
;description;text;YES;landlords
;number_of_rooms;integer;YES;landlords
false;is_agent_managed;boolean;YES;landlords
;managed_by_agent_id;uuid;YES;landlords
0.02;management_fee_rate;numeric;YES;landlords
;tin;text;YES;landlords
;verification_pin_1;text;YES;landlords
;verification_pin_2;text;YES;landlords
0;rent_balance_due;numeric;NO;landlords
;rent_last_paid_at;timestamp with time zone;YES;landlords
;rent_last_paid_amount;numeric;YES;landlords
;mobile_money_name;text;YES;landlords
'Uganda'::text;country;text;YES;landlords
;region;text;YES;landlords
;district;text;YES;landlords
;county;text;YES;landlords
;sub_county;text;YES;landlords
;town_council;text;YES;landlords
;village;text;YES;landlords
;cell;text;YES;landlords
;house_number;text;YES;landlords
'single_room'::text;house_category;text;YES;landlords
false;is_occupied;boolean;NO;landlords
gen_random_uuid();id;uuid;NO;lc1_chairpersons
;name;text;NO;lc1_chairpersons
;phone;text;NO;lc1_chairpersons
;village;text;NO;lc1_chairpersons
now();created_at;timestamp with time zone;NO;lc1_chairpersons
gen_random_uuid();id;uuid;NO;leave_balances
;employee_id;uuid;NO;leave_balances
;leave_type;USER-DEFINED;NO;leave_balances
;year;integer;NO;leave_balances
21;total_days;integer;NO;leave_balances
0;used_days;integer;NO;leave_balances
21;remaining_days;integer;NO;leave_balances
now();created_at;timestamp with time zone;NO;leave_balances
now();updated_at;timestamp with time zone;NO;leave_balances
gen_random_uuid();id;uuid;NO;leave_requests
;employee_id;uuid;NO;leave_requests
;leave_type;USER-DEFINED;NO;leave_requests
;start_date;date;NO;leave_requests
;end_date;date;NO;leave_requests
;days_count;integer;NO;leave_requests
;reason;text;NO;leave_requests
'pending'::text;status;text;NO;leave_requests
;reviewed_by;uuid;YES;leave_requests
;reviewed_at;timestamp with time zone;YES;leave_requests
;review_note;text;YES;leave_requests
now();created_at;timestamp with time zone;NO;leave_requests
gen_random_uuid();group_id;uuid;NO;ledger_account_groups
;group_code;text;NO;ledger_account_groups
;description;text;NO;ledger_account_groups
gen_random_uuid();account_id;uuid;NO;ledger_accounts
;group_id;uuid;NO;ledger_accounts
;account_code;text;NO;ledger_accounts
;owner_type;text;YES;ledger_accounts
;owner_id;uuid;YES;ledger_accounts
'UGX'::text;currency;text;YES;ledger_accounts
false;allow_negative;boolean;YES;ledger_accounts
now();created_at;timestamp with time zone;YES;ledger_accounts
gen_random_uuid();entry_id;uuid;NO;ledger_entries
;transaction_id;uuid;NO;ledger_entries
;account_id;uuid;NO;ledger_entries
;direction;text;NO;ledger_entries
;amount;numeric;NO;ledger_entries
'UGX'::text;currency;text;YES;ledger_entries
now();created_at;timestamp with time zone;NO;ledger_entries
gen_random_uuid();transaction_id;uuid;NO;ledger_transactions
;transaction_group_id;uuid;YES;ledger_transactions
;description;text;YES;ledger_transactions
;initiated_by;uuid;YES;ledger_transactions
;approved_by;uuid;YES;ledger_transactions
;category;text;NO;ledger_transactions
;source_table;text;YES;ledger_transactions
;source_id;uuid;YES;ledger_transactions
now();created_at;timestamp with time zone;NO;ledger_transactions
gen_random_uuid();id;uuid;NO;liquidity_alerts
;agent_id;uuid;NO;liquidity_alerts
;alert_type;text;NO;liquidity_alerts
'warning'::text;severity;text;NO;liquidity_alerts
;message;text;NO;liquidity_alerts
false;resolved;boolean;YES;liquidity_alerts
;resolved_at;timestamp with time zone;YES;liquidity_alerts
;resolved_by;uuid;YES;liquidity_alerts
now();created_at;timestamp with time zone;NO;liquidity_alerts
gen_random_uuid();id;uuid;NO;listing_bonus_approvals
;listing_id;uuid;NO;listing_bonus_approvals
;agent_id;uuid;NO;listing_bonus_approvals
5000;amount;numeric;NO;listing_bonus_approvals
'pending_landlord_ops'::text;status;text;NO;listing_bonus_approvals
;landlord_ops_approved_by;uuid;YES;listing_bonus_approvals
;landlord_ops_approved_at;timestamp with time zone;YES;listing_bonus_approvals
;landlord_ops_notes;text;YES;listing_bonus_approvals
;cfo_approved_by;uuid;YES;listing_bonus_approvals
;cfo_approved_at;timestamp with time zone;YES;listing_bonus_approvals
;cfo_notes;text;YES;listing_bonus_approvals
;rejected_by;uuid;YES;listing_bonus_approvals
;rejected_at;timestamp with time zone;YES;listing_bonus_approvals
;rejection_reason;text;YES;listing_bonus_approvals
;paid_at;timestamp with time zone;YES;listing_bonus_approvals
;ledger_entry_id;uuid;YES;listing_bonus_approvals
now();created_at;timestamp with time zone;NO;listing_bonus_approvals
now();updated_at;timestamp with time zone;NO;listing_bonus_approvals
gen_random_uuid();id;uuid;NO;loan_applications
;user_id;uuid;NO;loan_applications
;amount;numeric;NO;loan_applications
'pending'::text;status;text;NO;loan_applications
now();created_at;timestamp with time zone;NO;loan_applications
now();updated_at;timestamp with time zone;NO;loan_applications
gen_random_uuid();id;uuid;NO;location_requests
gen_random_uuid();token;uuid;NO;location_requests
;rent_request_id;uuid;NO;location_requests
;target_role;text;NO;location_requests
;target_user_id;uuid;NO;location_requests
;requested_by;uuid;NO;location_requests
;latitude;double precision;YES;location_requests
;longitude;double precision;YES;location_requests
;accuracy;double precision;YES;location_requests
;captured_at;timestamp with time zone;YES;location_requests
now();created_at;timestamp with time zone;NO;location_requests
'pending'::text;status;text;NO;location_requests
;user_id;uuid;YES;manager_profiles
;full_name;text;YES;manager_profiles
;email;text;YES;manager_profiles
;phone;text;YES;manager_profiles
;avatar_url;text;YES;manager_profiles
gen_random_uuid();id;uuid;NO;messages
;conversation_id;uuid;NO;messages
;sender_id;uuid;NO;messages
;content;text;NO;messages
now();created_at;timestamp with time zone;NO;messages
;read_at;timestamp with time zone;YES;messages
gen_random_uuid();id;uuid;NO;money_requests
;requester_id;uuid;NO;money_requests
;recipient_id;uuid;NO;money_requests
;amount;numeric;NO;money_requests
;description;text;YES;money_requests
'pending'::text;status;text;NO;money_requests
now();created_at;timestamp with time zone;NO;money_requests
;responded_at;timestamp with time zone;YES;money_requests
gen_random_uuid();id;uuid;NO;notifications
;user_id;uuid;NO;notifications
;title;text;NO;notifications
;message;text;NO;notifications
'info'::text;type;text;NO;notifications
'{}'::jsonb;metadata;jsonb;YES;notifications
false;is_read;boolean;YES;notifications
now();created_at;timestamp with time zone;YES;notifications
now();updated_at;timestamp with time zone;YES;notifications
gen_random_uuid();id;uuid;NO;onboarding_targets
;agent_id;uuid;NO;onboarding_targets
;target_month;date;NO;onboarding_targets
10;target_count;integer;NO;onboarding_targets
0;achieved_count;integer;NO;onboarding_targets
now();created_at;timestamp with time zone;NO;onboarding_targets
now();updated_at;timestamp with time zone;NO;onboarding_targets
gen_random_uuid();id;uuid;NO;operations_departments
;user_id;uuid;NO;operations_departments
;department;text;NO;operations_departments
;assigned_by;uuid;YES;operations_departments
now();created_at;timestamp with time zone;NO;operations_departments
gen_random_uuid();id;uuid;NO;opportunity_summaries
0;total_rent_requested;numeric;NO;opportunity_summaries
0;total_requests;integer;NO;opportunity_summaries
0;total_landlords;integer;NO;opportunity_summaries
0;total_agents;integer;NO;opportunity_summaries
;notes;text;YES;opportunity_summaries
;posted_by;uuid;NO;opportunity_summaries
now();created_at;timestamp with time zone;NO;opportunity_summaries
now();updated_at;timestamp with time zone;NO;opportunity_summaries
gen_random_uuid();id;uuid;NO;otp_verifications
;phone;text;NO;otp_verifications
;otp_code;text;NO;otp_verifications
;expires_at;timestamp with time zone;NO;otp_verifications
0;attempts;integer;NO;otp_verifications
false;verified;boolean;NO;otp_verifications
;verified_at;timestamp with time zone;YES;otp_verifications
now();created_at;timestamp with time zone;NO;otp_verifications
now();updated_at;timestamp with time zone;NO;otp_verifications
gen_random_uuid();id;uuid;NO;partner_escalations
;portfolio_id;uuid;NO;partner_escalations
;escalation_type;text;NO;partner_escalations
'open'::text;status;text;NO;partner_escalations
'{}'::jsonb;details;jsonb;YES;partner_escalations
now();created_at;timestamp with time zone;NO;partner_escalations
;resolved_at;timestamp with time zone;YES;partner_escalations
;resolved_by;uuid;YES;partner_escalations
gen_random_uuid();id;uuid;NO;payment_tokens
;agent_id;uuid;NO;payment_tokens
;tenant_id;uuid;NO;payment_tokens
;token_code;text;NO;payment_tokens
;amount;numeric;NO;payment_tokens
;expires_at;timestamp with time zone;NO;payment_tokens
false;used;boolean;NO;payment_tokens
;used_at;timestamp with time zone;YES;payment_tokens
;visit_id;uuid;YES;payment_tokens
now();created_at;timestamp with time zone;NO;payment_tokens
gen_random_uuid();id;uuid;NO;payout_codes
;withdrawal_request_id;uuid;NO;payout_codes
;user_id;uuid;YES;payout_codes
;code;text;NO;payout_codes
;qr_data;text;NO;payout_codes
;amount;numeric;NO;payout_codes
'pending'::text;status;text;NO;payout_codes
;claimed_by;uuid;YES;payout_codes
;claimed_at;timestamp with time zone;YES;payout_codes
;paid_at;timestamp with time zone;YES;payout_codes
;paid_by;uuid;YES;payout_codes
(now() + '72:00:00'::interval);expires_at;timestamp with time zone;NO;payout_codes
now();created_at;timestamp with time zone;NO;payout_codes
gen_random_uuid();id;uuid;NO;payroll_batches
;batch_month;text;NO;payroll_batches
'draft'::text;status;text;NO;payroll_batches
0;total_amount;numeric;NO;payroll_batches
0;total_employees;integer;NO;payroll_batches
0;processed_count;integer;NO;payroll_batches
;created_by;uuid;NO;payroll_batches
;processed_at;timestamp with time zone;YES;payroll_batches
now();created_at;timestamp with time zone;NO;payroll_batches
now();updated_at;timestamp with time zone;NO;payroll_batches
;period_start;date;YES;payroll_batches
;period_end;date;YES;payroll_batches
;prepared_by;uuid;YES;payroll_batches
;approved_by;uuid;YES;payroll_batches
0;employee_count;integer;YES;payroll_batches
;notes;text;YES;payroll_batches
;submitted_at;timestamp with time zone;YES;payroll_batches
;approved_at;timestamp with time zone;YES;payroll_batches
gen_random_uuid();id;uuid;NO;payroll_items
;batch_id;uuid;NO;payroll_items
;employee_id;uuid;NO;payroll_items
;amount;numeric;NO;payroll_items
'salary'::text;category;text;NO;payroll_items
;description;text;YES;payroll_items
'pending'::text;status;text;NO;payroll_items
;paid_at;timestamp with time zone;YES;payroll_items
;ledger_reference_id;text;YES;payroll_items
now();created_at;timestamp with time zone;NO;payroll_items
'{}'::jsonb;deductions;jsonb;NO;payroll_items
'{}'::jsonb;bonuses;jsonb;NO;payroll_items
gen_random_uuid();id;uuid;NO;pending_wallet_operations
;user_id;uuid;YES;pending_wallet_operations
;amount;numeric;NO;pending_wallet_operations
;direction;text;NO;pending_wallet_operations
;category;text;NO;pending_wallet_operations
;description;text;YES;pending_wallet_operations
;source_table;text;NO;pending_wallet_operations
;source_id;uuid;YES;pending_wallet_operations
;transaction_group_id;uuid;YES;pending_wallet_operations
;linked_party;text;YES;pending_wallet_operations
;reference_id;text;YES;pending_wallet_operations
;account;text;YES;pending_wallet_operations
'pending'::text;status;text;NO;pending_wallet_operations
;reviewed_by;uuid;YES;pending_wallet_operations
;reviewed_at;timestamp with time zone;YES;pending_wallet_operations
;rejection_reason;text;YES;pending_wallet_operations
now();created_at;timestamp with time zone;NO;pending_wallet_operations
now();updated_at;timestamp with time zone;NO;pending_wallet_operations
'{}'::jsonb;metadata;jsonb;YES;pending_wallet_operations
'standard'::text;operation_type;text;NO;pending_wallet_operations
;target_wallet_user_id;uuid;YES;pending_wallet_operations
;payment_method;text;YES;pending_wallet_operations
;payment_reference;text;YES;pending_wallet_operations
gen_random_uuid();id;uuid;NO;platform_expense_transfers
;financial_agent_id;uuid;NO;platform_expense_transfers
;agent_id;uuid;NO;platform_expense_transfers
;amount;numeric;NO;platform_expense_transfers
;expense_category;USER-DEFINED;NO;platform_expense_transfers
;description;text;NO;platform_expense_transfers
;approved_by;uuid;NO;platform_expense_transfers
;ledger_reference_id;text;YES;platform_expense_transfers
now();created_at;timestamp with time zone;NO;platform_expense_transfers
gen_random_uuid();id;uuid;NO;portfolio_renewals
;portfolio_id;uuid;NO;portfolio_renewals
;renewed_by;uuid;NO;portfolio_renewals
;reason;text;NO;portfolio_renewals
;old_created_at;timestamp with time zone;NO;portfolio_renewals
;new_created_at;timestamp with time zone;NO;portfolio_renewals
;old_maturity_date;text;YES;portfolio_renewals
;new_maturity_date;text;YES;portfolio_renewals
;old_roi_percentage;numeric;NO;portfolio_renewals
;new_roi_percentage;numeric;NO;portfolio_renewals
;old_duration_months;integer;NO;portfolio_renewals
;new_duration_months;integer;NO;portfolio_renewals
0;top_up_amount;numeric;NO;portfolio_renewals
now();created_at;timestamp with time zone;NO;portfolio_renewals
gen_random_uuid();id;uuid;NO;pre_registered_tids
;transaction_id;text;NO;pre_registered_tids
;amount;numeric;NO;pre_registered_tids
'mtn'::text;provider;text;YES;pre_registered_tids
;registered_by;uuid;NO;pre_registered_tids
;notes;text;YES;pre_registered_tids
'waiting'::text;status;text;NO;pre_registered_tids
;matched_deposit_id;uuid;YES;pre_registered_tids
;matched_at;timestamp with time zone;YES;pre_registered_tids
now();created_at;timestamp with time zone;NO;pre_registered_tids
gen_random_uuid();id;uuid;NO;product_categories
;agent_id;uuid;NO;product_categories
;name;text;NO;product_categories
'#6366f1'::text;color;text;YES;product_categories
now();created_at;timestamp with time zone;NO;product_categories
gen_random_uuid();id;uuid;NO;product_images
;product_id;uuid;NO;product_images
;image_url;text;NO;product_images
0;display_order;integer;NO;product_images
now();created_at;timestamp with time zone;NO;product_images
gen_random_uuid();id;uuid;NO;product_orders
;product_id;uuid;NO;product_orders
;buyer_id;uuid;NO;product_orders
;agent_id;uuid;NO;product_orders
1;quantity;integer;NO;product_orders
;unit_price;numeric;NO;product_orders
;total_price;numeric;NO;product_orders
;agent_commission;numeric;NO;product_orders
'completed'::text;status;text;NO;product_orders
now();created_at;timestamp with time zone;NO;product_orders
now();status_updated_at;timestamp with time zone;YES;product_orders
;delivery_notes;text;YES;product_orders
;estimated_delivery_date;date;YES;product_orders
gen_random_uuid();id;uuid;NO;product_reviews
;product_id;uuid;NO;product_reviews
;buyer_id;uuid;NO;product_reviews
;order_id;uuid;YES;product_reviews
;rating;integer;NO;product_reviews
;comment;text;YES;product_reviews
now();created_at;timestamp with time zone;NO;product_reviews
now();updated_at;timestamp with time zone;NO;product_reviews
gen_random_uuid();id;uuid;NO;products
;agent_id;uuid;NO;products
;name;text;NO;products
;description;text;YES;products
;price;numeric;NO;products
'general'::text;category;text;NO;products
;image_url;text;YES;products
0;stock;integer;NO;products
true;active;boolean;NO;products
now();created_at;timestamp with time zone;NO;products
now();updated_at;timestamp with time zone;NO;products
0;discount_percentage;integer;YES;products
;discount_ends_at;timestamp with time zone;YES;products
;id;uuid;NO;profiles
;full_name;text;NO;profiles
;phone;text;NO;profiles
;email;text;NO;profiles
now();created_at;timestamp with time zone;NO;profiles
now();updated_at;timestamp with time zone;NO;profiles
;avatar_url;text;YES;profiles
false;verified;boolean;NO;profiles
;referrer_id;uuid;YES;profiles
false;rent_discount_active;boolean;NO;profiles
;monthly_rent;numeric;YES;profiles
;country;text;YES;profiles
;city;text;YES;profiles
;country_code;text;YES;profiles
;mobile_money_number;text;YES;profiles
;mobile_money_provider;text;YES;profiles
now();last_active_at;timestamp with time zone;YES;profiles
false;whatsapp_verified;boolean;YES;profiles
;whatsapp_verified_at;timestamp with time zone;YES;profiles
;agent_type;text;YES;profiles
;national_id;text;YES;profiles
false;is_frozen;boolean;NO;profiles
;frozen_reason;text;YES;profiles
;frozen_at;timestamp with time zone;YES;profiles
;territory;text;YES;profiles
false;is_seller;boolean;NO;profiles
;seller_application_status;text;YES;profiles
false;must_change_password;boolean;YES;profiles
gen_random_uuid();id;uuid;NO;property_viewings
;house_listing_id;uuid;NO;property_viewings
;tenant_id;uuid;NO;property_viewings
;agent_id;uuid;NO;property_viewings
;landlord_id;uuid;YES;property_viewings
;scheduled_date;date;YES;property_viewings
;scheduled_time;text;YES;property_viewings
'matched'::text;status;text;NO;property_viewings
false;agent_confirmed;boolean;YES;property_viewings
false;tenant_confirmed;boolean;YES;property_viewings
false;landlord_confirmed;boolean;YES;property_viewings
;agent_confirmed_at;timestamp with time zone;YES;property_viewings
;tenant_confirmed_at;timestamp with time zone;YES;property_viewings
;landlord_confirmed_at;timestamp with time zone;YES;property_viewings
;confirmation_count;integer;YES;property_viewings
;agent_checkin_lat;double precision;YES;property_viewings
;agent_checkin_lng;double precision;YES;property_viewings
;notes;text;YES;property_viewings
;assigned_by;uuid;YES;property_viewings
false;sms_sent;boolean;YES;property_viewings
false;confirmation_sms_sent;boolean;YES;property_viewings
now();created_at;timestamp with time zone;YES;property_viewings
now();updated_at;timestamp with time zone;YES;property_viewings
lpad((floor((random() * (10000)::double precision)))::text, 4, '0'::text);viewing_pin;text;YES;property_viewings
false;pin_verified;boolean;YES;property_viewings
;pin_verified_at;timestamp with time zone;YES;property_viewings
false;proximity_verified;boolean;YES;property_viewings
;proximity_distance_m;double precision;YES;property_viewings
;agent_checkin_at;timestamp with time zone;YES;property_viewings
;tenant_checkin_lat;double precision;YES;property_viewings
;tenant_checkin_lng;double precision;YES;property_viewings
;tenant_checkin_at;timestamp with time zone;YES;property_viewings
;agent_rating;smallint;YES;property_viewings
;tenant_rating;smallint;YES;property_viewings
;agent_feedback;text;YES;property_viewings
;tenant_feedback;text;YES;property_viewings
;agent_rated_at;timestamp with time zone;YES;property_viewings
;tenant_rated_at;timestamp with time zone;YES;property_viewings
;meeting_verified;boolean;YES;property_viewings
gen_random_uuid();id;uuid;NO;proxy_agent_assignments
;agent_id;uuid;NO;proxy_agent_assignments
;beneficiary_id;uuid;NO;proxy_agent_assignments
;beneficiary_role;text;NO;proxy_agent_assignments
;assigned_by;uuid;NO;proxy_agent_assignments
'No smartphone access'::text;reason;text;YES;proxy_agent_assignments
true;is_active;boolean;NO;proxy_agent_assignments
;expires_at;timestamp with time zone;YES;proxy_agent_assignments
now();created_at;timestamp with time zone;NO;proxy_agent_assignments
now();updated_at;timestamp with time zone;NO;proxy_agent_assignments
false;is_managed_account;boolean;NO;proxy_agent_assignments
'pending'::text;approval_status;text;NO;proxy_agent_assignments
;approved_by;uuid;YES;proxy_agent_assignments
;approved_at;timestamp with time zone;YES;proxy_agent_assignments
;rejection_reason;text;YES;proxy_agent_assignments
gen_random_uuid();id;uuid;NO;push_subscriptions
;user_id;uuid;NO;push_subscriptions
;endpoint;text;NO;push_subscriptions
;p256dh;text;NO;push_subscriptions
;auth;text;NO;push_subscriptions
now();created_at;timestamp with time zone;NO;push_subscriptions
now();updated_at;timestamp with time zone;NO;push_subscriptions
gen_random_uuid();id;uuid;NO;receipt_numbers
;receipt_code;text;NO;receipt_numbers
;vendor_id;uuid;NO;receipt_numbers
;created_by;uuid;NO;receipt_numbers
now();created_at;timestamp with time zone;NO;receipt_numbers
;vendor_amount;numeric;YES;receipt_numbers
;vendor_marked_at;timestamp with time zone;YES;receipt_numbers
'available'::text;status;text;NO;receipt_numbers
;user_id;uuid;YES;referral_leaderboard
;full_name;text;YES;referral_leaderboard
;avatar_url;text;YES;referral_leaderboard
;referral_count;bigint;YES;referral_leaderboard
;total_earned;numeric;YES;referral_leaderboard
gen_random_uuid();id;uuid;NO;referral_rewards
;user_id;uuid;NO;referral_rewards
;reward_month;date;NO;referral_rewards
;rank;integer;NO;referral_rewards
;reward_amount;numeric;NO;referral_rewards
;referral_count;integer;NO;referral_rewards
false;credited;boolean;NO;referral_rewards
;credited_at;timestamp with time zone;YES;referral_rewards
now();created_at;timestamp with time zone;NO;referral_rewards
gen_random_uuid();id;uuid;NO;referrals
;referrer_id;uuid;NO;referrals
;referred_id;uuid;NO;referrals
100;bonus_amount;numeric;NO;referrals
false;credited;boolean;NO;referrals
;credited_at;timestamp with time zone;YES;referrals
now();created_at;timestamp with time zone;NO;referrals
false;first_transaction_bonus_credited;boolean;YES;referrals
;first_transaction_bonus_credited_at;timestamp with time zone;YES;referrals
200;first_transaction_bonus_amount;numeric;YES;referrals
gen_random_uuid();id;uuid;NO;rent_history_records
;tenant_id;uuid;NO;rent_history_records
;landlord_name;text;NO;rent_history_records
;landlord_phone;text;NO;rent_history_records
;property_location;text;NO;rent_history_records
0;rent_amount;numeric;NO;rent_history_records
1;months_paid;integer;NO;rent_history_records
;start_date;date;YES;rent_history_records
;end_date;date;YES;rent_history_records
'pending'::text;status;text;NO;rent_history_records
;verified_at;timestamp with time zone;YES;rent_history_records
;verified_by;uuid;YES;rent_history_records
;rejection_reason;text;YES;rent_history_records
now();created_at;timestamp with time zone;NO;rent_history_records
now();updated_at;timestamp with time zone;NO;rent_history_records
gen_random_uuid();id;uuid;NO;rent_request_deletions
;rent_request_id;uuid;NO;rent_request_deletions
;tenant_id;uuid;NO;rent_request_deletions
;tenant_name;text;NO;rent_request_deletions
;tenant_phone;text;YES;rent_request_deletions
;agent_id;uuid;YES;rent_request_deletions
;agent_name;text;YES;rent_request_deletions
;agent_phone;text;YES;rent_request_deletions
0;rent_amount;numeric;NO;rent_request_deletions
