id,user_id,agent_id,amount,status,created_at,updated_at,approved_at,rejected_at,rejection_reason,processed_by,provider,transaction_id,transaction_date,notes,audit_flagged,auto_approved,batch_run_id
1f35ec1f-0a7a-405d-b795-b84800532dc9,e4f07815-7991-422f-946f-7f351b38e954,,10000,approved,2026-04-10 05:50:50.56015+00,2026-04-13 05:59:51.613231+00,2026-04-13 05:59:51.581+00,,,e4f07815-7991-422f-946f-7f351b38e954,airtel,TID144682671178,2026-04-09 17:38:00+00,Rent repayment,f,f,
fd0912d8-e974-4cf0-9552-93e56ca8b3c2,3a36d772-9374-4a8e-8a01-a9ab90d4ab1e,,500,approved,2026-02-10 16:26:52.062619+00,2026-04-02 04:23:14.028032+00,2026-02-11 07:07:28.941+00,,,,airtel,140528083484,2026-02-10 16:26:00+00,AIRTEL deposit - TX: 140528083484,f,f,
84510c3e-72c9-4177-a0a4-a9e0ec0de12c,decee092-7c90-4503-bb2c-aed64057140b,,500,rejected,2026-02-09 05:41:42.849954+00,2026-02-09 07:10:23.2339+00,,2026-02-09 07:10:23.202+00,invalid,99890a2e-b842-4d44-8516-e2eafe0711ff,airtel,HSHSSHSH,2026-02-09 05:41:00+00,AIRTEL deposit - TX: HSHSSHSH,f,f,
1ee692fe-c8fc-4c82-9290-506ad6c21e91,4e892548-096d-4198-84de-6451b62f141c,,100000,rejected,2026-02-10 15:35:16.249819+00,2026-02-10 16:00:23.228887+00,,2026-02-10 16:00:23.178+00,Kindly enter a valid transaction ID,99890a2e-b842-4d44-8516-e2eafe0711ff,mtn,EJ3792573264,2026-02-10 15:35:00+00,MTN deposit - TX: EJ3792573264,f,f,
0beb75fc-881b-48a8-8b21-fd4fd15f672c,99890a2e-b842-4d44-8516-e2eafe0711ff,,240000,rejected,2026-02-23 10:37:45.441747+00,2026-02-23 10:47:13.777686+00,,2026-02-23 10:47:13.739+00,demo,99890a2e-b842-4d44-8516-e2eafe0711ff,mtn,6627367766827Demo,2026-02-23 10:37:00+00,Payment confirmation - mtn,f,f,
e865cbee-e232-4f77-8160-dd98b8986d11,7e506ac9-6c46-4fdf-b888-c972bad7350f,7e201db3-d770-44f1-87db-f236febb5678,1000000,rejected,2026-01-06 12:52:19.797771+00,2026-02-24 06:49:09.26355+00,2026-01-06 13:29:15.229+00,,Missing transaction ID - cannot verify payment,7e506ac9-6c46-4fdf-b888-c972bad7350f,,,,,f,f,
7100ee9c-6eed-48da-8356-d93b2bd39f3c,0b109aad-212a-4fd0-ab03-3d7aee9cf397,,100000,rejected,2026-03-04 13:04:22.047287+00,2026-03-04 13:10:49.291866+00,,2026-03-04 13:10:49.255+00,Rejected by manager,cb798acb-68bc-4b4e-a414-a3d374e030b6,mtn,DP1234567890,2026-03-03 14:22:00+00,demo data,f,f,
c6ea404d-d1f2-4c20-8f7c-54e67e87281d,0b109aad-212a-4fd0-ab03-3d7aee9cf397,,50000,rejected,2026-03-04 13:48:41.42461+00,2026-03-04 13:49:08.161974+00,,2026-03-04 13:49:08.132+00,test,cb798acb-68bc-4b4e-a414-a3d374e030b6,mtn,AQ12345683,2026-03-04 16:41:00+00,semi finals test deposit.,f,f,
129d6115-f0d1-4e07-b8e3-50cb2dac246e,0b109aad-212a-4fd0-ab03-3d7aee9cf397,,50000,rejected,2026-03-04 13:48:05.463749+00,2026-03-04 13:49:16.152797+00,,2026-03-04 13:49:16.125+00,test,cb798acb-68bc-4b4e-a414-a3d374e030b6,mtn,QE123456765433,2026-03-04 16:52:00+00,demo satest,f,f,
36f8d69c-2cf7-4011-9ff0-1501e7be867c,0b109aad-212a-4fd0-ab03-3d7aee9cf397,,50000,rejected,2026-03-04 13:32:32.862885+00,2026-03-04 13:49:25.643681+00,,2026-03-04 13:49:25.616+00,test,cb798acb-68bc-4b4e-a414-a3d374e030b6,airtel,RE1234567876543,2026-03-04 11:11:00+00,DEMO RENT DATA,f,f,
3d824b0e-3acc-4cf8-bc6a-e0d1c30eefc8,0b109aad-212a-4fd0-ab03-3d7aee9cf397,,50000,rejected,2026-03-04 13:17:49.668593+00,2026-03-04 13:49:34.1539+00,,2026-03-04 13:49:34.121+00,test,cb798acb-68bc-4b4e-a414-a3d374e030b6,mtn,VP1234553234,2026-03-04 09:09:00+00,DEMO TEST,f,f,
88096098-827c-4720-92d4-faa4525dd6f7,0b109aad-212a-4fd0-ab03-3d7aee9cf397,,50000,rejected,2026-03-04 14:10:36.21225+00,2026-03-04 14:11:45.731967+00,,2026-03-04 14:11:45.698+00,Rejected by manager,cb798acb-68bc-4b4e-a414-a3d374e030b6,mtn,KU23456543212,2026-03-04 14:22:00+00,demo payment semi final,f,f,
7ead2c74-b859-463a-a94e-9a7c16136189,0b109aad-212a-4fd0-ab03-3d7aee9cf397,,50000,rejected,2026-03-04 14:30:34.495754+00,2026-03-04 14:30:57.29412+00,,2026-03-04 14:30:57.254+00,Rejected by manager,cb798acb-68bc-4b4e-a414-a3d374e030b6,mtn,ASW1234565432,2026-03-04 18:30:00+00,TESTSTSTS,f,f,
d05631b6-2f8a-40b2-96be-646234d70c20,cb798acb-68bc-4b4e-a414-a3d374e030b6,,500000,rejected,2026-03-04 16:17:19.173606+00,2026-03-04 16:19:08.30877+00,,2026-03-04 16:19:08.265+00,Rejected by manager,cb798acb-68bc-4b4e-a414-a3d374e030b6,airtel,TID 142096448598,2026-03-04 17:59:00+00,TEST,f,f,
729d9612-004f-468b-936c-698fb5235363,cb798acb-68bc-4b4e-a414-a3d374e030b6,,100000,rejected,2026-03-05 04:23:55.802767+00,2026-03-05 04:25:41.329767+00,,2026-03-05 04:25:41.296+00,Rejected by manager,cb798acb-68bc-4b4e-a414-a3d374e030b6,mtn,TID142118162942,2026-03-04 21:24:00+00,demo,f,f,
225f8ee6-1ae9-4219-bcb8-8e84bb13d358,611ce374-3ba0-4e95-9a85-e2014820882b,e84e12fa-22fa-46d5-a18e-11e855caec90,280000,approved,2026-03-05 05:10:38.894317+00,2026-03-05 05:34:36.307246+00,2026-03-05 05:10:44.58+00,,,cb798acb-68bc-4b4e-a414-a3d374e030b6,MTN,TEST-E2E-DEPOSIT-003,,E2E test - debt+prepay flow,f,f,
fb96b4f4-9212-433f-962a-eba892dbc3d8,dbc12143-44ad-4546-9fc9-d35b696df3a4,e84e12fa-22fa-46d5-a18e-11e855caec90,50000,approved,2026-03-05 05:05:28.28296+00,2026-03-05 05:34:36.307246+00,2026-03-05 05:06:21.011+00,,,cb798acb-68bc-4b4e-a414-a3d374e030b6,MTN,TEST-E2E-DEPOSIT-001,,E2E test deposit,f,f,
d15eeb00-ad66-4601-b1cc-2c4e337fbd80,dbc12143-44ad-4546-9fc9-d35b696df3a4,e84e12fa-22fa-46d5-a18e-11e855caec90,230000,approved,2026-03-05 05:06:46.165118+00,2026-03-05 05:34:36.307246+00,2026-03-05 05:06:50.986+00,,,cb798acb-68bc-4b4e-a414-a3d374e030b6,MTN,TEST-E2E-DEPOSIT-002,,E2E test - debt+prepay,f,f,
1c71a240-f30d-4b35-9a34-9c6a1b1fd2fb,cb798acb-68bc-4b4e-a414-a3d374e030b6,,500000,rejected,2026-03-05 05:45:03.886621+00,2026-03-05 05:45:40.569064+00,,2026-03-05 05:45:40.543+00,Rejected by manager,cb798acb-68bc-4b4e-a414-a3d374e030b6,mtn,MP142041106603,2026-03-04 21:24:00+00,TEST,f,f,
cca36980-4797-4806-a03d-ef32b1aef9d5,cb798acb-68bc-4b4e-a414-a3d374e030b6,,500000,approved,2026-03-05 05:47:14.189579+00,2026-03-05 05:47:32.333241+00,2026-03-05 05:47:32.306+00,,,cb798acb-68bc-4b4e-a414-a3d374e030b6,mtn,VP 14234567845,2026-03-04 22:23:00+00,TEST,f,f,
381a42fd-8703-4ca3-8209-8c305978d56d,b4d7c324-1f7e-4e1c-91a8-3f0e10e0b25c,,500000,approved,2026-03-05 06:43:31.302367+00,2026-03-05 06:44:32.833006+00,2026-03-05 06:44:32.795+00,,,b4d7c324-1f7e-4e1c-91a8-3f0e10e0b25c,mtn,MP 22333,2026-03-05 09:40:00+00,Partnership of jose,f,f,
45e37408-207a-4dc7-802f-0cc3aee575d7,7e506ac9-6c46-4fdf-b888-c972bad7350f,,20000000,approved,2026-03-05 08:45:41.106847+00,2026-03-05 08:46:43.727965+00,2026-03-05 08:46:43.698+00,,,7e506ac9-6c46-4fdf-b888-c972bad7350f,mtn,TID012342568701,2026-03-01 11:45:00+00,investment for employees,f,f,
ff3403c3-c6c6-4caf-8841-ed9a1bbb3f76,0b109aad-212a-4fd0-ab03-3d7aee9cf397,,100000,approved,2026-03-05 10:19:19.476663+00,2026-03-05 10:19:44.079559+00,2026-03-05 10:19:44.045+00,,,0b109aad-212a-4fd0-ab03-3d7aee9cf397,mtn,TID0987656784564,2026-03-05 12:23:00+00,demo,f,f,
43a9d9a8-0679-4f03-a7f2-dcc3e82fb845,b4d7c324-1f7e-4e1c-91a8-3f0e10e0b25c,,20000000,approved,2026-03-06 11:00:05.038532+00,2026-03-06 11:02:05.249925+00,2026-03-06 11:02:05.204+00,,,b4d7c324-1f7e-4e1c-91a8-3f0e10e0b25c,mtn,TID123456789,2026-03-02 13:59:00+00,partnership,f,f,
0106e272-6b9c-4cab-ba3f-a5876ea4a17c,b4d7c324-1f7e-4e1c-91a8-3f0e10e0b25c,,10000000,approved,2026-03-05 10:29:24.860161+00,2026-03-05 10:29:52.518736+00,2026-03-05 10:29:52.489+00,,,b4d7c324-1f7e-4e1c-91a8-3f0e10e0b25c,mtn,TID12121212,2026-03-05 13:29:00+00,for kairos,f,f,
1b4986e6-4753-419f-bc06-82c7087354b4,e4f07815-7991-422f-946f-7f351b38e954,,150000,approved,2026-03-27 18:58:34.868441+00,2026-03-27 19:29:07.204151+00,2026-03-27 19:29:07.155+00,,,99890a2e-b842-4d44-8516-e2eafe0711ff,mtn,TID39518628846,2026-03-27 05:17:00+00,rent payment,f,f,
f9547730-d62c-4143-b9ee-f0edc78d1772,20bedaf6-2585-42c4-aad7-f8eaf58043fe,,500000,approved,2026-03-05 13:17:30.948879+00,2026-03-05 13:26:31.570874+00,2026-03-05 13:26:31.523+00,,,b4d7c324-1f7e-4e1c-91a8-3f0e10e0b25c,mtn,TID 1000000,2026-03-05 13:15:00+00,support tenat,f,f,
ca2c2eb3-3a2e-4a7e-99ca-38fd2329d7d4,0b109aad-212a-4fd0-ab03-3d7aee9cf397,,50000,approved,2026-03-06 12:14:29.154246+00,2026-03-06 12:18:45.543059+00,2026-03-06 12:18:45.492+00,,,0b109aad-212a-4fd0-ab03-3d7aee9cf397,mtn,TID-TEST-FLOW-001,2026-03-06 12:00:00+00,E2E test deposit for verification,f,f,
c63d8afa-093e-4cde-9206-134457be88b0,20257259-8441-405a-aab9-8edac8f4eb6e,,1000000,approved,2026-03-06 06:56:41.771725+00,2026-03-06 07:09:27.430297+00,2026-03-06 07:09:27.395+00,,,b4d7c324-1f7e-4e1c-91a8-3f0e10e0b25c,mtn,TID12222222,2026-03-06 06:55:00+00,support,f,f,
70bb56fa-a6e8-4c2e-a765-0a506c4cc0f7,e3cf4d3a-d021-49e4-b815-7e1938166eeb,,40000,approved,2026-03-30 11:03:44.181418+00,2026-03-30 11:08:59.184094+00,2026-03-30 11:08:59.135+00,,,99890a2e-b842-4d44-8516-e2eafe0711ff,airtel,TID143944285421,2026-03-30 14:03:00+00,wallet topup,f,f,
0e1dc64a-6972-4cb2-a481-0d05c407c47c,99890a2e-b842-4d44-8516-e2eafe0711ff,,55868,approved,2026-03-12 07:50:58.431385+00,2026-03-12 07:52:08.612007+00,2026-03-12 07:52:08.571+00,,,99890a2e-b842-4d44-8516-e2eafe0711ff,mtn,TID142606790246,2026-03-11 19:05:00+00,Namukisha: Bulk deposits she's been paying.,f,f,
d4139b5a-8620-4df0-8e3f-d58c6e920ffc,e4f07815-7991-422f-946f-7f351b38e954,,100000,approved,2026-03-29 04:44:28.244153+00,2026-03-31 10:14:13.822206+00,2026-03-31 10:14:13.794+00,,,6b7d9eee-4bc8-47ac-a2e6-b84cbaac8bb4,mtn,TID143357514793,2026-03-26 21:42:00+00,rent payment,f,f,
e63baf9c-d06f-4107-8004-cd07ad8fb0ed,0c0b9843-b5e8-4960-9785-d8cd0cbcde23,,500000,rejected,2026-03-12 10:00:53.838971+00,2026-03-12 10:02:22.186882+00,,2026-03-12 10:02:22.145+00,Rejected by manager,b4d7c324-1f7e-4e1c-91a8-3f0e10e0b25c,mtn,tilddddddksks229,2026-03-12 10:00:00+00,supporter,f,f,
09f0b3c3-4611-4fd1-af08-6d6a02547850,e4f07815-7991-422f-946f-7f351b38e954,,14000,approved,2026-03-31 18:19:25.902307+00,2026-03-31 18:59:02.774363+00,2026-03-31 18:59:02.733+00,,,e4f07815-7991-422f-946f-7f351b38e954,airtel,TID144034935648,2026-03-31 19:18:00+00,Rent payment,f,f,
e4b91827-47fe-4e01-a926-20cf2284b61b,99890a2e-b842-4d44-8516-e2eafe0711ff,,2000,rejected,2026-03-12 18:52:03.262355+00,2026-03-13 03:18:51.384628+00,,2026-03-13 03:18:51.344+00,No,e4f07815-7991-422f-946f-7f351b38e954,mtn,3467834993994,2026-03-12 18:51:00+00,rent test,f,f,
bec56ca6-229d-4dd4-9027-47bafe0f6e86,bd022fdb-f43e-4685-bb64-cf05b9a5934d,,3600,approved,2026-03-12 20:05:16.170853+00,2026-03-13 09:41:07.597958+00,2026-03-13 09:41:07.56+00,,,e4f07815-7991-422f-946f-7f351b38e954,airtel,142695876204,2026-03-12 18:24:00+00,Rent paymnt for Agalejjo Jonathan Francis - Phone number : 0791739227,f,f,
8dbfe350-0b92-46d4-ba36-2dfd93453ed7,3b293a8d-6046-429b-8295-0eb121e88577,,20000,approved,2026-03-31 21:35:50.628556+00,2026-04-01 01:46:14.908493+00,2026-04-01 01:46:14.867+00,,,e4f07815-7991-422f-946f-7f351b38e954,airtel,TID144056005323,2026-04-01 00:28:00+00,rent payment,f,f,
403240ab-c36b-4415-b401-eddbe16ae862,611ce374-3ba0-4e95-9a85-e2014820882b,99890a2e-b842-4d44-8516-e2eafe0711ff,8000,approved,2026-03-14 07:06:28.574787+00,2026-03-14 07:06:42.930446+00,2026-03-14 07:06:42.899+00,,,99890a2e-b842-4d44-8516-e2eafe0711ff,airtel,142749261089,2026-03-13 18:28:00+00,rent payment,f,f,
d1acb8db-9a73-4a34-a22b-ea3152d148b7,fbcebe2e-f3da-41d9-bf53-ab4dc1cc55fa,,1000000,rejected,2026-03-14 17:05:38.623844+00,2026-03-14 18:33:37.902743+00,,2026-03-14 18:33:37.878+00,wrong submission,99890a2e-b842-4d44-8516-e2eafe0711ff,mtn,TXN ID: 38947134496,2026-03-14 16:58:00+00,wallet topup,f,f,
bf50937d-1869-4c37-9a5a-fe58c89ff45f,13466296-5806-492b-8324-155c5ff2db24,99890a2e-b842-4d44-8516-e2eafe0711ff,8700,approved,2026-03-14 18:37:58.110952+00,2026-03-14 18:38:14.302702+00,2026-03-14 18:38:14.264+00,,,99890a2e-b842-4d44-8516-e2eafe0711ff,mtn,TID142826228978,2026-03-14 19:01:00+00,Rent Collection,f,f,
31de02fc-9fa8-4156-9ba5-ac2f6ab0baa1,d94d5c97-ecc6-4054-a5ea-a10d7a582a3c,,5000,rejected,2026-02-11 18:34:03.752474+00,2026-04-02 04:23:14.028032+00,,2026-02-17 07:14:38.634+00,invalid txn id,,mtn,0790172205,2026-02-11 18:33:00+00,MTN deposit - TX: 0790172205,f,f,
5600da8c-2f65-478b-9238-f99323321c5c,299ff13b-f2a7-4e9d-9b1b-5915acbf23be,,20000,rejected,2026-03-17 04:03:45.246197+00,2026-03-17 04:28:34.638608+00,,2026-03-17 04:28:34.608+00,wrong,e4f07815-7991-422f-946f-7f351b38e954,mtn,TID23658669425,2026-03-17 07:03:00+00,rent,f,f,
c28cd156-1265-4d2e-b9c0-ee88885dd388,299ff13b-f2a7-4e9d-9b1b-5915acbf23be,,1000,rejected,2026-03-17 04:02:14.967223+00,2026-03-17 04:28:44.858995+00,,2026-03-17 04:28:44.815+00,wrong,e4f07815-7991-422f-946f-7f351b38e954,mtn,TID25889664488,2026-03-17 07:01:00+00,Rent Request,f,f,
b6a0c96f-7984-4516-8356-8ccdaab5ae5f,a2408d51-eb40-42fb-a199-4f84d26738ec,,30000,rejected,2026-02-11 17:47:54.527356+00,2026-04-02 04:23:14.028032+00,,2026-02-17 07:14:52.605+00,Invalid txn id,,airtel,140389755580,2026-02-11 17:46:00+00,AIRTEL deposit - TX: 140389755580,f,f,
6d58be16-4aad-4d27-82ae-636991b1ea81,e069088d-603a-4b47-a941-9747412afa34,,1000,rejected,2026-02-10 17:41:28.077144+00,2026-04-02 04:23:14.028032+00,,2026-02-17 07:15:06.533+00,invalid txn id,,airtel,CM88046102MM0J,2026-02-10 17:40:00+00,AIRTEL deposit - TX: CM88046102MM0J,f,f,
beecbc1a-a23e-4fa9-bbd2-ee7b6035065e,e4f07815-7991-422f-946f-7f351b38e954,,15000,approved,2026-03-17 04:38:39.595328+00,2026-03-17 04:52:25.57606+00,2026-03-17 04:52:25.536+00,,,e4f07815-7991-422f-946f-7f351b38e954,airtel,142979470826,2026-03-16 05:23:00+00,Rent payment,f,f,
370ceaf2-bcee-41ff-b242-5913c4e38b46,80cc1d6c-b32a-42cf-bd89-00bd54fca789,,500000,rejected,2026-02-26 14:05:33.679764+00,2026-04-02 04:23:14.028032+00,,2026-02-26 15:46:06.518+00,Invalid transaction id,,airtel,MP1234749,2026-02-26 14:04:00+00,wallet top,f,f,
7078d65c-bd00-4fa7-bb55-d57e8a300ef8,bd022fdb-f43e-4685-bb64-cf05b9a5934d,,10000,approved,2026-03-17 04:56:29.72092+00,2026-03-17 06:40:46.215105+00,2026-03-17 06:40:46.178+00,,,e4f07815-7991-422f-946f-7f351b38e954,airtel,143000340445,2026-03-17 04:52:00+00,Rent repayment for Agalejjo Jonathan - 0791739227,f,f,
26e58d24-736e-4924-8876-b75178719f10,bd022fdb-f43e-4685-bb64-cf05b9a5934d,,8700,rejected,2026-03-17 04:42:45.020058+00,2026-03-17 06:41:09.11878+00,,2026-03-17 06:41:09.081+00,already entered,e4f07815-7991-422f-946f-7f351b38e954,airtel,142826228978,2026-03-14 16:01:00+00,Rent repayment for Agalejjo Jonathan - 0791739227,f,f,
55d72af2-0902-490b-b605-c488fd06e070,bd022fdb-f43e-4685-bb64-cf05b9a5934d,,15000,approved,2026-03-19 15:55:58.9388+00,2026-03-26 10:42:53.836951+00,2026-03-23 06:46:40.431+00,,,,airtel,143191629066,2026-03-19 15:48:00+00,Rent repayment for Agalejjo Jonathan - 0791739227,f,f,
fd93caaa-98eb-4cfd-876a-4afbe068c54f,cee77c29-b74a-4625-bef5-ec12b96eb4a0,,700000,approved,2026-04-01 07:49:31.599497+00,2026-04-03 09:37:12.437295+00,2026-04-03 09:37:12.401+00,,,6b7d9eee-4bc8-47ac-a2e6-b84cbaac8bb4,mtn,39629462104,2026-04-01 07:31:00+00,partner program,f,f,
4c153677-f4fe-492c-a008-46737fdca147,53dda3b0-33cf-45c3-870a-6572a5b6a2af,,2000000,approved,2026-03-17 17:48:00.367968+00,2026-03-18 07:00:32.066386+00,2026-03-18 07:00:32.04+00,,,cf561688-b3a2-4f62-b9c1-67ee7b36ff2b,mtn,39283518608,2026-03-17 14:27:00+00,Wallet topup,f,f,
06bd0271-b545-4c39-8665-5ae25930d61a,299ff13b-f2a7-4e9d-9b1b-5915acbf23be,,500000,rejected,2026-03-17 17:42:27.690915+00,2026-03-18 07:20:32.841841+00,,2026-03-18 07:20:32.813+00,Rejected by manager,cf561688-b3a2-4f62-b9c1-67ee7b36ff2b,mtn,TID25698745665798,2026-03-17 20:42:00+00,Partnership,f,f,
2eacf048-bca7-4f1a-8f12-e26d0e362a39,299ff13b-f2a7-4e9d-9b1b-5915acbf23be,,2000000,rejected,2026-03-17 17:39:09.797062+00,2026-03-18 07:22:32.34946+00,,2026-03-18 07:22:32.324+00,Rejected by manager,cf561688-b3a2-4f62-b9c1-67ee7b36ff2b,mtn,3976544578533,2026-03-17 17:38:00+00,Partnership,f,f,
de3af452-843e-4a66-a94b-b89b765f6ec6,85f547d1-d279-4ca0-852a-2e8d35b42fba,e3cf4d3a-d021-49e4-b815-7e1938166eeb,90000,approved,2026-03-23 16:58:59.028131+00,2026-03-26 14:31:48.346835+00,2026-03-26 14:31:48.299+00,,,99890a2e-b842-4d44-8516-e2eafe0711ff,airtel,143478178130,2026-03-23 19:57:00+00,rent repayment,f,f,
1e1d20c5-3d8d-4b04-8804-2092a94ad9eb,5a5324fe-72bd-4d60-9835-05bf96a4dfae,,50000,approved,2026-04-02 11:04:16.833433+00,2026-04-03 09:37:35.472449+00,2026-04-03 09:37:35.44+00,,,6b7d9eee-4bc8-47ac-a2e6-b84cbaac8bb4,airtel,TID50000,2026-04-02 14:04:00+00,yes,f,f,
4e5f22d3-a31b-4e59-a585-cf40bb6ad317,e4f07815-7991-422f-946f-7f351b38e954,,250000,approved,2026-03-24 11:22:33.333834+00,2026-04-03 09:38:46.082852+00,2026-04-03 09:38:46.053+00,,,6b7d9eee-4bc8-47ac-a2e6-b84cbaac8bb4,airtel,TID143359820658,2026-03-21 21:34:00+00,rent payment,f,f,
ad1dee67-8234-4376-a933-12609978d982,e3cf4d3a-d021-49e4-b815-7e1938166eeb,e3cf4d3a-d021-49e4-b815-7e1938166eeb,50000,approved,2026-03-24 10:26:29.793939+00,2026-04-03 09:39:03.110268+00,2026-04-03 09:39:03.074+00,,,6b7d9eee-4bc8-47ac-a2e6-b84cbaac8bb4,airtel,143471952545,2026-03-23 21:47:00+00,wallet topup,f,f,
76a2ce57-387b-4543-bfd2-827af5f88672,e3cf4d3a-d021-49e4-b815-7e1938166eeb,,50000,approved,2026-03-23 17:00:38.839663+00,2026-04-03 09:39:19.214558+00,2026-04-03 09:39:19.182+00,,,6b7d9eee-4bc8-47ac-a2e6-b84cbaac8bb4,mtn,TID1,2026-03-23 20:00:00+00,wallet,f,f,
95f71625-4c62-4d79-b5a1-cb4eef2a612f,ab1b190e-4fb5-499c-96c7-edae09bac030,,10000,approved,2026-03-23 16:12:15.454474+00,2026-04-03 09:39:39.894185+00,2026-04-03 09:39:39.862+00,,,6b7d9eee-4bc8-47ac-a2e6-b84cbaac8bb4,airtel,143484047728,2026-03-23 16:11:00+00,Rent payment,f,f,
7f5a9c69-515b-4923-b5fe-f74ef46e5ab6,1cf5da9e-df91-4f16-95bf-1b6fa7c567d3,,2000,approved,2026-03-21 08:57:07.800517+00,2026-04-03 09:39:57.944389+00,2026-04-03 09:39:57.91+00,,,6b7d9eee-4bc8-47ac-a2e6-b84cbaac8bb4,airtel,TID143314318461,2026-03-21 11:56:00+00,wallet top up,f,f,
775b26b2-0b05-4a4b-bc0f-5485c9dc5099,e4f07815-7991-422f-946f-7f351b38e954,,10000,approved,2026-03-23 07:01:04.355012+00,2026-03-23 12:59:28.664037+00,2026-03-23 12:59:28.622+00,,,e4f07815-7991-422f-946f-7f351b38e954,airtel,143274155040,2026-03-20 03:56:00+00,rent payment,f,f,
